text,topic
かし パイオニア 精神 持ち ながら 市民 ニーズ 先取り もっと 豊か 鹿嶋 実現 する ため 鹿嶋 鹿嶋 による 鹿嶋 ため 地域 政党 です 地域 利益 追求 する ため 健全 代表 鹿嶋 本拠地 する 政党 市民 主役 まち づくり 本物 政治 輩出 目的 として 設立 まし たち 住ん よかっ 実感 できる 鹿嶋 思い描い ます 住民 福祉 自治体 以上 市民 満足 上がり そして 住む 観光 増やし いき たい 財政 健全 図り ながら ムダ 予算 見直し 予算 配分 優先 順位 変える 生み出し 予算 子育て 教育 医療 介護 福祉 振り向け いき ます 地方 分権 改革 進む 市議会 市政 監視 だけ なく 生活 起点 条例 定め たり 議会 意見 取り入れ 行政 提案 による 条例 定める こと なり ます 本当に 必要 政策 効率 実行 いく こと こそ 議会 役割 捉え 将来 鹿嶋 ため 政治 実現 いか なけれ なり ませ 国際 戦略 港湾 一翼 担う 鹿島 発展 利用 により 鹿嶋 誇る 生活 文化 産業 周辺 自治体 地域 連携 進め ます 行地 市場 形成 鹿嶋 ハブ なっ 交流 人口 増大 ます 鹿嶋 経済 中心 として 周辺 自治体 一緒 発展 ゆける 地域 経営 リーダーシップ 発揮 いき ます 鹿嶋 鹿嶋 ブランド 創っ 元気 シニア たくさん いらっしゃい ます その 知恵 経験 地域 ため 活かし もらう づくり 推進 たい 考え ます その ため 医療 福祉 どこ より 充実 安心 住める まち 実現 いく 我々 使命 です 少子 高齢 社会 において 子ども たち 地域 全体 育てる こと 求め られ ます 素晴らしい 自然 環境 ベース みんな 子ども 見守り 育む まち あり たい 考え ます どこ より 安心 コスト 充実 子育て 環境 享受 できる 子育て 日本一 まち なり 鹿嶋 住み たい ファミリー 増やし いき ます ,15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 29 15 15 15 15 15 15 15 29 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 29 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 29 29 15 15 15 15 15 15 15 15 15 15 15 29 15 15 15 15 15 15 15 15 15 29 15 15 15 15 15 15 15 0 15 15 15
長良川 河口 反対 運動 から 政治 おかし 気づき 保育園 学童 クラブ 父母 活動 から 市政 変えよ 議員 なり まし おかしな こと つぶら 普通 正しい こと 実行 する こと 市政 変わっ 実感 ます さらに 段階 進む こと 日本 政治 変え られる 考え いる ため です モノ お金 判断 する なく 幸せ 実感 できる 社会 なる こと 誰か 決める なく 当事者 自ら かかわり 判断 かかわれる 社会 少子化 対策 コミュニティ 活性 高齢 高く なる ため 保育園 など 子ども 施策 拡充 する こと 同時に 子ども 通じ 保護 同士 地域 つながる 考え 事業 ます その ため 力持ち として 保育 など 職員 専門 する こと 正規 雇用 進める など 投資 ます 介護 保険 使う 必要 施設 整備 だけ なく いつ まで 元気 健康 生活 でき ため スポーツ 学び 社会 つながる 仕組み 増やす 元気 困っ 助ける サポート 地域 活動 地域 通貨 結びつける こと 地域 気力 上がり ます 世界 遺産 武蔵野 として 武蔵野 市民 遺産 提案 遺跡 文化財 なら ない まで 昭和 建て られ 小学校 校舎 団地 家屋 食べ物 アニメ 作品 舞台 など 市民 委員 認定 写真 ビデオ など 保存 する もの 費用 かから 市民 ワクワク 高まり それ 幸せ つながり ます ,36 7 9 31 29 29 31 8 9 29 7 31 9 29 9 9 29 29 29 45 29 23 36 36 29 29 29 29 9 31 29 29 29 26 29 29 29 29 8 29 29 9 29 29 31 45 31 29 29 12 29 29 29 29 29 31 2 29 9 29 36 12 31 29 31 29 29 29 29 31 29 29 9 29 9 29 29 29 29 29 29 26 23 26 29 31 29 29 29 29 29 8 29 29 29 29 7 29 29 31 29 29 29 29 29 29 9 29 29 29 29 29 29 29 9 31 29 29 29 29 29 2 29 31 29 26 36 31 31 29 29 29 29 31 36 29 29 26 31 29 36 2 2 29 8 29 12 29 31 36 29 29 29 8 29 29 12 31 8 26 36 12 26 31 9 29 29 2 8 2 29 26 29 29 31 36 29 12 8 29 12 35 29
一人ひとり 大切 れる 子育て 教育 政策 掲げる 日本 共産党 出会い 入党 日本 共産党 不屈 反戦 平和 国民 主人公 貫き 最も 清潔 ある こと 持っ 感じ まし その から 要請 受け 市会 議員 として 市民 暮らし より 大事 する 立場 政治 動かし いき たい 志し まし 進める 消費 増税 年金 引き下げ 医療 窓口 負担 介護 保険 引き上げ など 社会 保障 削減 など による 生活 苦しい 応え いく 格差 貧困 広げる 悪政 防波堤 なっ 福祉 暮らし 優先 市政 切り替え 子育て やすく 年寄り 大切 いる 実感 できる まち づくり 財政 きびしい 言っ 市民 サービス 削減 する こと キッパリ やめ させる お金 ない なく お金 使い方 間違っ いる こと ハッキリ ない づくり 巨大 建設 など 1400 かけ 必要 ある こと 説明 つか ない 不要 不急 規模 開発 こそ 税金 無駄 使い ある こと から 解決 たい 子育て 応援 安心 子育て できる 川崎 かつて 子育て する なら 川崎 呼ば よう 子育て やすい 市政 切り替え いく 中学校 卒業 まで 所得 制限 なくし 医療 無料 認可 保育園 緊急 増設 幼稚園 保育 補助 増額 小中 学年 人数 学級 拡大 中学校 給食 調理 方式 学校 増やす 相次ぐ 増税 公的 向上 縮小 老年 控除 廃止 加え 年金 引き下げ 医療 負担 苦しむ 高齢 暮らし 守る 特別 養護 老人 ホーム 増設 待機 解消 はかる 介護 施設 人材 確保 処遇 改善 介護 保険 引き下げ 保険 利用 減免 拡充 介護 保険 対象 事業 施策 充実 など 働く 賃金 低下 労働 条件 悪化 歯止め かけ 働く ルール 守る 施策 安定 やりがい ある 仕事 求める 若者 はじめ 働く 人間 使い つぶす ブラック 企業 対策 強め 正規 雇用 拡大 はかる 市内 企業 に対して 雇用 地域 経済 社会 責任 果たさ せる 労働 相談 窓口 充実 福祉 教育 消防 分野 雇用 拡充 ,29 29 29 9 29 9 9 29 9 48 9 29 9 44 9 9 48 9 29 9 48 29 29 29 29 48 29 29 16 9 9 29 29 48 9 29 16 29 48 29 48 29 29 29 29 29 48 48 9 9 9 27 29 29 9 9 29 29 29 9 29 29 48 9 48 29 9 9 9 9 9 29 48 29 9 9 48 9 26 29 9 9 29 29 29 29 48 28 48 29 4 28 48 29 9 9 28 9 29 29 9 9 28 9 29 9 29 29 48 9 29 9 29 29 29 29 9 9 29 9 9 47 48 29 9 6 9 29 29 29 29 29 9 48 29 9 29 29 9 9 29 29 29 9 29 29 29 9 48 29 9 9 9 9 9 9 9 48 9 9 9 9 48 29 9 9 9 9 9 9 9 9 9 9 16 29 9 48 48 9 29 9 24 9 9 29 9 48 9 9 9 29 48 28 9 9 9 9 9 9 9 9 29 29 9 27 9 9 48 9 9 9 9 40 9 29 9 9 29 48 9 9 9 9 9 9 9 48 29 29 29 48 28 9 29 9 29 29 48 29 29 29 9 29 9 48 48 29 9 9 9 29 16 9 29 29 9 29 29 29 9 16 29 9 29 9 9 9 16 9 4 9 9
児童 福祉 現場 働き 保育 人格 基礎 育ま れる 最も 大切 乳幼児 健やか 成長 ほしい 願う 仲間 父母 とともに 保育 内容 向上 施設 環境 改善 労働 条件 改善 合わせ まし 最低 基準 緩和 次々 うちだし 待機 児童 増える 保育 行政 充実 たい 思い めざす 子ども たち 戸外 元気 安全 遊べる 地域 高齢 障害 ある 安心 くらせる 地域 あり たい 地域 コミュニティー 必要 です 地域 自然 歴史 文化 伝統 まつり 大切 大人 なっ ふるさと 持つ 出来る 子ども たち 語り継が いく 出来る 地域 地域 商店 活気づく まち あり たい 保育 待機 児童 解消 通院 かかる 小児 医療 助成 県内 ワースト 年齢 拡充 小学 年生 とどまっ いる 学級 学年 拡充 年金 削減 もと 介護 保険 引き下げ 必要 待機 5300 以上 のぼる 特養ホーム 待機 解消 介護 現場 人材 確保 処遇 改善 子育て 支援 教育 福祉 おくれ とり 戻す 小児 医療 助成 制度 通院 対象 中学校 卒業 まで 所得 制限 なし 実施 希望 全員 入れる よう 元気 こども 遊べる 保育 緊急 増設 幼稚園 保育 補助 増額 入園 補助 創設 当面 小学 年生 中学 年生 さらに 小中 学年 以下 学級 進める 安全 安心 あたたかい 充実 中学校 給食 実現 介護 保険 引き下げ 保険 利用 減免 拡充 特養ホーム 増設 待機 解消 比較的 料金 増やす とともに ホテル コスト 食事 補助 行い 国民 年金 受給 など 所得 入所 できる よう する 事業 運営 補助 人材 確保 処遇 改善 支援 拡充 する 所得 障害 医療 無料 不要 不急 規模 開発 中止 削減 予算 自治体 本来 使命 ある 福祉 くらし 充実 優先 使わ せる 東扇島 川崎 コンテナ ターミナル 拡張 計画 東扇島 水江 かける 巨大 建設 合計 無駄 づか ストップ 子育て 支援 教育 福祉 充実 中小 企業 支援 充実 せる ,9 9 11 24 9 9 4 9 14 9 29 11 4 9 11 11 9 14 9 9 26 29 29 29 9 9 9 29 29 29 11 3 29 9 11 9 9 9 9 29 9 29 14 24 9 11 4 29 29 26 29 9 29 29 29 9 29 29 9 29 26 29 29 29 9 29 29 11 9 29 38 29 26 29 9 9 29 11 11 9 29 29 9 9 29 29 29 9 9 9 9 9 9 9 9 9 26 26 9 9 11 9 24 29 9 9 9 9 9 29 9 9 9 29 9 9 9 11 9 9 29 29 29 13 29 29 9 9 29 29 9 24 9 9 9 9 9 29 9 9 9 9 9 26 9 9 29 9 9 11 26 29 9 9 9 9 9 9 9 9 9 9 9 9 9 11 9 9 9 26 9 26 3 9 29 13 29 11 9 9 9 29 9 9 9 9 9 26 9 9 9 9 9 26 9 9 26 14 9 11 9 9 26 9 26 29 9 9 29 29 29 29 29 9 9 11 9 9 29 29 29 9 29 9 9 9 9 11 9 9 9 26 9 9 11 29 9 9 29 9 9 29 9 9 9 26 9 29 9 4 26 24 9 9 24 9 9 9 29 29 9 9 11 29 29 9 9
青春 時代 ベトナム 戦争 あり 悲惨 現状 見聞き まし 国民 悲しみ 押し付ける 政治 許せ ませ でし 大学 時代 大学生 運動 参加 平和 運動 消費 運動 を通して でも 平和 幸せ 生きる 権利 ある こと 学び まし 議員 として みなさん 幸せ 生きる こと 少し でも 貢献 できれ 思い まし 高齢 長く 住み 続け られる たい 子育て 介護 行う 施設 近所 あり 買い物 近く できる 病院 公共 施設 行く のに バス など 交通 整備 いる そんな 住み よい 条件 思う また ある 環境 大切 市民 憩い として 里山 守り 公園 増やし いき たい 交通 不便 地域 解消 区役所 病院 バス 改善 高齢 など 移動 支援 充実 子育て 支援 私立 幼稚園 保育 補助 増額 認可 保育園 増設 自主 学童 保育 支援 など 高齢 支援 特養ホーム 充実 在宅 介護 サービス 充実 など 地域 作業 グループホーム など 生活 支援 ほか 中学 卒業 まで 小児 医療 助成 所得 制限 なし 実施 する 県下 自治体 うち 自治体 中学 卒業 まで 自治体 小学校 年生 まで 川崎 小学校 年生 まで 県下 最低 政令市 トップ 財政 市民 本位 使え 十分 可能 交通 不便 地域 解消 区役所 マリ アンナ 病院 井田 病院 交通 良く する 南野 地域 有馬 東有馬 地域 白幡 初山 地域 はじめ 高山 団地 など 山坂 多い 地域 ミニバス 支援 南野 実施 リニア 新幹線 着工 反対 地域 工事 公害 から 守る 操車 犬蔵 潮見台 地域 直径 メートル 巨大 掘ら 土砂 搬出 など 行わ ます 工事 及び 地域 影響 深刻 です リニア 新幹線 通常 新幹線 電力 使い 環境 破壊 指摘 おり 事業 そのもの 反対 ,25 8 8 9 29 25 29 25 48 48 25 25 29 25 29 48 25 29 48 25 29 9 25 25 25 25 48 9 48 9 8 29 29 29 29 29 29 48 9 9 29 29 48 9 48 29 29 29 25 25 25 29 9 9 9 29 29 25 48 25 25 29 25 31 29 26 1 29 29 25 29 9 9 29 18 9 29 29 29 29 25 48 25 29 25 25 25 11 48 48 25 25 29 9 25 25 29 9 29 9 2 29 9 9 48 9 9 29 9 9 9 9 9 25 25 9 29 26 29 48 9 9 29 9 29 29 29 29 29 9 29 48 29 25 9 25 9 25 9 9 9 9 9 9 29 25 48 25 48 9 9 9 9 29 9 48 29 29 9 9 25 11 9 9 29 29 25 18 25 48 25 25 29 9 25 25 25 25 25 25 25 25 29 25 29 9 25 29 48 25 29 48 48 25 29 25 9 29 9 29 25 29 9 25 11 9 29 25 25 29 9 25 25 25 29 25 9 9 48 26 25 29 29 29 25 25 29 48 25 25 9 25 25 25 26 29 29 48 25 25 48 3 9
高校生 大学 紛争 ベトナム 戦争 反対 政治 関心 持っ 時代 でし どうして 傷つけ 合う 戦争 行わ れる だろ なぜ 戦争 始まる 疑問 次々 生まれ まし 戦争 暴力 ない 社会 つくっ ゆく 活動 日本 共産党 知り 議員 めざし まし 年代 前後 から 残そ 清流 取り戻そ 大きな 市民 運動 盛り上がり 川崎 市政 転換 する ほど なっ いき まし やはり 多摩 です 農業 守る 多摩 いき たい 当選 以来 議会 質問 重ね 登戸 区画 整理 事業 登戸 道路 狭く 救急 消防車 入れ ない 下水 整備 なく 不衛生 など づくり 課題 解決 求め られ まし 住民 納得 合意 つくる 時間 かけ ながら 元気 商店 つくっ いき たい こども 医療 所得 制限 なし 中学生 まで 無料 認可 保育園 増設 私立 幼稚園 保育 補助 増額 学級 拡大 教育 負担 軽減 など 子育て 支援 教育 充実 国保 介護 保険 引き下げ 稲田 登戸 病院 国有 特養ホーム 建設 など 社会 保障 福祉 政策 充実 住宅 リフォーム 助成 プレミアム 商品 プレミアム 補助 地域 経済 活性 ,13 13 9 25 9 9 29 29 2 29 41 41 41 2 9 29 29 9 2 9 49 22 41 41 29 9 2 29 29 9 25 29 9 9 2 29 41 29 46 46 29 9 46 9 29 29 25 7 9 9 9 29 2 41 9 29 13 25 29 16 46 9 29 9 41 9 29 29 41 9 25 9 29 9 41 9 46 13 9 29 9 6 29 2 29 29 29 29 9 2 29 2 41 41 29 2 2 29 29 42 9 29 29 16 29 9 9 9 41 9 9 9 9 9 9 9 9 9 9 9 2 29 9 9 9 29 29 29 9 9 9 9 9 41 9 25 41 16 9 29 29 41 9 9 9 29 25 9 9 25 16 9 29 29 29
年間 日本 共産党 国会 議員 秘書 まし 国会 議員 活動 サポート する 国民 願い 道理 持っ 議会 届けれ 願い 実現 いく 政治 変わる という こと 目の当たり 自ら 市民 切実 願い 議会 まっすぐ 届け 実現 する 仕事 たい 思い まし 地域 温かい つながり あっ あれ 助け合える 関係 でき いる そんな 地域 作り たい 思い ます それ 乗じ 公的 責任 後退 なり ませ 行政 公的 責任 明確 市民 生活 下支え 創意 あふれる 暮らし やすい まち づくり 市民 自身 できる コミュニティ めざし たい 思い ます 市民 困っ いる 問題 多く 政治 悪い こと 根本 問題 です その 転換 求め られ ます 地方 政治 悪政 から 市民 守る ため 予算 つけ 必要 制度 作る べき です 川崎 財政 政令 都市 トップ あり 介護 教育 子育て 福祉 雇用 中小 企業 経営 など 多く 課題 解決 可能 考え ます 市民 福祉 暮らし 守る 政策 展開 ます 子ども たち 医療 まで 所得 制限 なし 無料 認可 保育園 増設 私立 幼稚園 保育 補助 増額 小中学校 人数 学級 特養ホーム 緊急 増設 介護 保険 値上げ 抑える 施設 助成 廃止 やめる など 商店 中小 企業 振興 条例 提案 ます 京浜 臨海 ライフ イノベーション 国際 戦略 総合 特区 指定 国際 戦略 港湾 政策 により 莫大 税金 新た ムダ づか として 投入 ます 市民 説明 つか ない 建設 など 進め られ ます これら やめ 市民 福祉 暮らし 振り向け ます 議会 権限 ある 予算 組み替え 動議 提出 ます 震災 対策 抜本 強め ます 木造 住宅 耐震 補強 もっと 使い やすく 予算 増やす べき です 市民 飲料 確保 ため 生田 浄水 存続 求め ます 震災 多摩 地下 貴重 自己 水源 なり その 処理 する 生田 浄水 市民 飲料 確保 かなめ なり ます ,9 29 9 29 29 20 29 29 29 48 9 48 48 48 48 29 29 38 9 15 29 29 48 48 29 32 29 48 29 48 48 36 42 20 48 9 29 29 29 29 0 15 29 17 41 0 29 29 9 29 17 29 16 29 29 17 9 9 0 29 48 29 9 9 0 29 29 29 17 5 48 29 29 29 48 29 29 29 29 29 29 48 29 9 9 29 7 29 17 29 0 29 29 29 9 9 48 48 29 29 48 29 29 45 29 15 15 29 29 0 9 29 29 48 9 29 9 48 9 29 9 9 5 48 29 15 29 9 29 29 29 29 29 29 15 48 5 15 29 48 9 29 29 9 9 9 9 9 9 9 9 9 9 29 9 9 9 9 9 9 9 9 15 48 48 9 29 9 9 29 48 9 9 48 42 16 29 29 45 9 0 12 29 9 29 48 29 29 9 15 9 29 9 9 33 48 29 29 0 29 29 9 0 48 9 29 48 29 29 48 45 29 9 9 15 29 48 48 29 9 9 48 45 15 20 29 48 9 29 32 29 1 9 29 29 29 15 9 9 29 15 0 29 15 9 0 9 9 29 0 48 15 29 9 48 29 29 41 29 0 15 48 5 29 29 29 29
高校 とき 先輩 誘わ 民主 青年 同盟 加盟 社会 動き 歴史 について 勉強 まし その 日本 共産党 戦前 戦中 かけ 戦争 反対 人間 人間らしく 生きる 社会 創る ため 活動 いる こと 知り 入党 まし その とき 政治 なろ わけ あり ませ 活動 を通じて 議員 なり まし 子ども から 年寄り まで 安心 生活 できる 地域 社会 なけれ なり ませ 具体 教育 雇用 福祉 充実 図り ます そして なに より 平和 なけれ いけ ませ 憲法 輝く 社会 築い いき たい 思っ ます 豊か ふれあう 麻生 願い です ない 開発 メートル 高速 縦貫 道路 はじめ する 不要 不急 開発 やめ 子育て 教育 福祉 充実 全力 あげ ます 小児 医療 助成 拡充 現在 川崎 小学校 年生 まで 子ども 医療 無料 です こんど 年生 まで なる となり 東京 よう 中学校 卒業 まで 拡大 それ 所得 制限 なし 実施 する 認可 保育園 増設 私立 幼稚園 保育 入園 補助 子ども 保育園 入れ たく 入れ ない いわゆる 待機 児童 増える ばかり です 保育園 増設 必要 です 川崎 私立 幼稚園 入園 保育 政令市 一番 高い いわ ます 補助 どうしても 必要 です 介護 保険 引き下げ 特別 養護 老人 ホーム 増設 介護 保険 すぎる という たくさん 寄せ られ ます 現在 川崎 特別 養護 老人 ホーム 入所 待ち 5000 超え ます 増設 ため 尽くし いき ます ,9 38 38 29 9 9 9 9 29 9 29 29 2 29 29 9 9 9 9 29 9 9 9 2 9 29 9 29 29 9 29 9 9 29 29 38 29 9 29 29 29 29 29 29 29 29 9 29 29 29 29 29 29 29 29 29 29 29 29 29 9 9 9 2 29 29 9 29 9 29 29 29 9 9 29 9 29 29 29 29 29 9 38 9 29 9 9 9 38 9 9 29 29 9 9 9 9 9 29 9 9 9 9 29 9 9 9 9 29 9 29 9 9 9 9 9 29 29 9 9 29 9 9 29 9 9 29 9 29 9 9 9 9 29 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 29 9 9 9 9 9 29 29 9 9 9 9 9 9 29 9 9 29 9 29 29 29 9 9 9 9 9 9 9 9 29 9 9 29 2 9 29 29 9 9 9 9 9 9 9 9 9 38 29 9 29 9 29 29
戦争 反対 貫く 日本 共産党 入党 仕事 長時間 労働 仲間 こわし いく 市政 多く 相談 受け 政治 変え なけれ 候補 この間 以上 相談 受け 市民 要望 受け 市政 届ける 議員 ほとんど ない 市民 届く 市政 予算 臨海 大型 開発 中心 もっと 市民 ため 福祉 くらし 優先 する 市政 まち づくり 認可 保育園 入れ なかっ 子ども 医療 大変 特養ホーム 入れ ない など 多く 要望 受け 一方 臨海 ない 増設 など ムダ 大型 開発 推進 税金 使い方 まちがっ いる もっと 福祉 くらし 優先 市政 東京 あたり前 中学校 まで 医療 無料 所得 制限 なく 実現 財源 臨海 ムダ 大型 開発 中止 実現 足り ない 認可 保育園 特養ホーム 増設 毎年 認可 保育園 入れ ない 子ども たち 2500 以上 いる 特養ホーム 5300 待ち ヵ所 ずつ 建設 待機 なくす 全国 高い 幼稚園 保育 入園 高い 介護 保険 引き下げ 負担 減らす ,9 9 2 9 48 9 7 9 9 9 9 29 9 9 9 9 24 29 15 15 9 9 9 9 48 1 9 9 9 29 15 29 29 29 9 29 9 9 48 29 29 29 15 9 9 9 15 9 15 15 9 9 9 29 9 9 36 9 9 6 9 9 2 9 9 9 29 9 29 48 9 48 29 9 9 4 9 9 9 9 9 9 24 10 9 9 9 48 48 9 29 15 15 9 48 9 48 9 15 9 29 9 9 9 9 48 9 9 9 29 9 15 9 9 9 9 9 9 29 32 9 9 9 6 9 9 9 9 9 9 9 9 9 9
保育園 学童 保育 保護 子ども 子ども 発達 成長 願い 年間 活動 まし 子ども 若者 高齢 など 弱者 生き づらい 現在 日本 社会 異常 です 格差 貧困 拡大 人間 尊厳 傷つけ ます 安心 暮らせる 社会 変え いき たい 自治体 本来 役割 住民 福祉 向上 図る 果たし 子育て 施策 高齢 施策 充実 地域 地域 経済 優先 中小 零細 企業 商店 そこで 住み 働く 安心 暮らし 続ける こと できる 地域 企業 大手 ゼネコン ため 規模 開発 止め 経済 弱者 いわ れる 高齢 子ども 将来 不安 なく 暮らす こと できる 市政 転換 子育て 学校 教育 施策 充実 子育て 世帯 不安 なく 生活 できる 市政 転換 子育て 施策 充実 】㈰ 認可 保育園 増設 待機 児童 解消 所得 制限 なし 中学校 卒業 まで 医療 無料 実施 幼稚園 保育園 保育 軽減 義務 教育 係る 保護 負担 軽減 高齢 施策 充実 】㈰ 特別 養護 老人 ホーム 増設 待機 解消 高齢 医療 助成 拡充 介護 保険 引き下げ 施策 充実 】㈰ 施設 作業 増設 公的 支援 拡充 グループホーム 増設 公的 支援 拡充 視点 不安 ない づくり ,9 9 29 21 29 29 9 9 9 29 9 29 9 29 29 9 9 9 9 9 29 29 9 29 9 9 9 9 5 9 29 29 29 29 29 29 9 9 9 29 29 9 29 29 9 29 9 29 9 9 29 29 29 9 9 9 29 9 30 29 29 29 9 49 29 29 29 29 9 9 29 9 9 9 29 9 9 29 29 9 29 9 30 5 29 29 9 9 9 29 29 9 29 9 9 9 29 29 29 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 29 9 9 29 32 21 9 9 29 9 29 9 9 9 9 9 9 9 9 29 29 9 9 9 9 9 9 9 9 29 9 9 9 29 9 9 9 9 29 9 29 9 29 29
阪神 淡路 大震災 ボランティア 参加 所得 多い 地域 多く 失わ いる こと 仮設 住まい まだ 沢山 いる のに 大型 開発 進め られ いる こと 知っ 企業 利益 ため 政治 やめ させ 困っ いる 優先 できる 政治 変革 たい 思い 政治 変えよ 決意 川崎 高齢 全市 最も 高く 一方 マンション 建設 など 子育て 世代 人口 増え いる 特養ホーム 待機 5300 認可 保育園 待機 3600 全市 超え 高齢 子育て 世代 とも 暮らし にくい 実状 ある 大型 開発 優先 市政 転換 子育て 老後 安心 川崎 転換 べき 川崎 政令市 トップ 財政 ある かかわら 福田 市政 財政 厳しい 危機 あおり 市民 サービス 大幅 削っ いる その 一方 ない コンテナ 開発 羽田 連絡 道路 など 必要 ない 建設 合計 1400 つぎ込も いる この 使い道 転換 暮らし 福祉 充実 あてる 全市 特養ホーム 待機 5369 2014 現在 定員 4105 上回る 異常 事態 かかわら 年度 増設 年度 計画 一般 会計 使い道 変えれ 1200 増設 可能 など 活用 大幅 増設 小児 医療 助成 制度 通院 大和 厚木 など 中学 年生 まで 無料 相模原 横須賀 2015 年度 から 大幅 引き 上がる なか 川崎 まで 年度 から 最も 遅れ 水準 なる 格差 貧困 広がる 格差 なくす ため 中学生 まで 所得 制限 なし 無料 べき 幼稚園 保育 毎月 大変 私立 幼稚園 保育 苦しむ 多く 寄せ られる 入園 保育 川崎 幼稚園 費用 年間 平均 政令市 最も 費用 負担 大きい 岡山 静岡 など 程度 入園 補助 創設 保育 補助 増額 必要 ,29 16 41 31 29 9 9 29 9 9 9 29 1 39 34 9 9 43 34 9 29 29 9 36 9 29 29 29 29 9 29 9 9 9 29 29 16 9 29 29 9 29 9 29 9 9 9 34 29 9 29 9 43 29 16 29 9 9 9 9 9 9 9 9 16 29 9 29 36 9 9 9 29 29 9 9 9 36 9 9 29 9 16 9 9 9 9 34 29 9 29 9 29 29 34 36 29 29 9 9 9 29 9 9 9 9 9 9 9 29 29 9 9 9 9 9 9 29 41 9 9 9 9 9 9 9 9 9 36 9 16 9 9 9 9 9 9 9 9 29 9 9 41 9 9 9 29 29 36 9 9 9 9 9 29 9 9 16 29 9 9 9 9 9 16 9 9 29 9 9 36 9 9 9 9 29 9 9 16 29 9 9 16 43 9 29 16 9 9 9 9 9 9 9 9 16 9 9 9 9 9 9 9 29 9 9 9 9 9 29 29 9 9 9 9 43 16 16 29 9 9 9 29 9 9 9 29
自ら 登校 体験 がい 持ち 産まれ こと 亡き 環境 問題 取り組ん こと 切欠 政治 興味 持つ 初めて 投票 市民 政治 距離 実感 これ 変え なけれ 地域 良く なら ない 確信 政治 なる こと 決心 する まで 安心 持続 可能 まち 要因 による 地域 衰退 オール 熊本 取り組む 産業 特に 農業 注力 推進 健康 寿命 延ばす ため 全て 世代 取り組む 健康 づくり 都市 実現 少子 対策 ,29 13 29 40 33 33 29 30 29 29 35 29 45 29 23 29 29 29 29 29 47 30 29 29 29 29 29 29 29 33 29 29 29 33 29 29 29 23 29 29 47 29 29 47 30 30 29 33 29 33 29 29 29 13 33 29 13 29 29 29 29 29 29 29 29
