"生活環境の基盤整備"	"営農再開"
"収入の確保"	"漁業の復興"
"漁業の復興"	"ノルウェー型の漁業・水産業の資源管理を行う"
"漁業の復興"	"底引き網漁の漁場を確保する"
"漁業の復興"	"本格操業"
"漁業の復興"	"コウナゴ漁の本格操業"
"村民の帰村"	"雇用の確保"
"収入の確保"	"雇用の確保"
"雇用の確保"	"広野工場の求人"
"雇用の確保"	"本店オフィスサービスセンター移転により雇用を創出する"
"生活の再建"	"収入の確保"
"生活の再建"	"被災者の就労支援"
"避難生活の基盤整備"	"被災者の就労支援"
"生活の再建"	"防災集団移転先の宅地を決める"
"生活の再建"	"生活の早期再建"
"生活の再建"	"自営業者への支援を行う"
"生活の再建"	"被災した零細事業者の二重ローン問題を解消する"
"復興予算の大幅見直し"	"２０１１、１２年度予算のうち、１１府省の３５事業１６８億円分の執行を停止する"
"復興予算の大幅見直し"	"１３年度以降は被災地の復興と被災者の生活再建のために限る"
"福島原発事故責任追及と補償"	"福島原発事故第２次集団告訴の立件"
"福島原発事故責任追及と補償"	"公害犯罪処罰法違反の適用"
"福島原発事故責任追及と補償"	"水素爆発で原子炉建屋を損壊させた業務上過失激発物破裂の適用"
"震災復興財源確保"	"JT株を2012年度内までに売却"
"震災復興財源確保"	"全国の国家公務員宿舎の使用料（賃料）を平均5割引き上げる"
"震災復興財源確保"	"売却益を東日本大震災の復興財源に充てる"
"震災がれき処理"	"2012年3月までに震災がれきの53％を処理する"
"Ｍｉｎｄ－１日本プロジェクトの継続"	"岩手県陸前高田市へと所属選手、クラブスタッフを派遣し現地でサッカー教室を開催"
"Ｍｉｎｄ－１日本プロジェクトの継続"	"陸前高田市から被災児童やその保護者などを招待した川崎修学旅行の実行"
"Ｍｉｎｄ－１日本プロジェクトの継続"	"Ｍｉｎｄ－１ニッポンプロジェクトの街頭募金活動"
"震災復興支援金を送る"	"ぎんなんを販売する"
"避難生活の基盤整備"	"生活再建支援金を被災者に支給する"
"東日本大震災と東京電力福島第一原発事故からの再生と次代へつなぐ共同の実践"	"除染対策"
"東日本大震災と東京電力福島第一原発事故からの再生と次代へつなぐ共同の実践"	"再生可能エネルギーの利活用"
"福島ブランドの信頼回復"	"きめ細かい放射性物質検査の実施"
"震災復興事業を行う"	"浮体式洋上風力発電所を建設する"
"避難住民の帰還"	"生活環境の基盤整備"
"避難生活の基盤整備"	"支援金を受け取る"
"特殊ビデオカメラを除染作業で利用する"	"放射性物質の分布状況を簡単に観測、動画撮影できる特殊ビデオカメラを開発"
"除染作業の速度を上げる"	"放射性物質の分布状況を簡単に観測、動画撮影できる特殊ビデオカメラを開発"
"東京電力が福島第一事故の責任を取る"	"東京電力が避難者に対して補償をする"
"近畿各県へ避難してきた被災者を支援する"	"原発事故損害賠償の説明会・相談会を行う"
"早期除染"	"除染業者を認定する"
"南三陸町の復興"	"南三陸町の窮状を発信する"
"生活再建支援金を被災者に支給する"	"支援金を適正に支給する"
"震災による損壊規模を判定する"	"支援金を適正に支給する"
"生活再建支援金を被災者に支給する"	"震災による損壊規模を判定する"
"支援金を適正に支給する"	"支給済み支援金の返済を求める"
"支援金を受け取る"	"支給済み支援金を返済しない"
"福島第一原発事故による放射能汚染の実態を調査する"	"事故後４カ月間の個人の行動記録に基づいて調べ、外部被曝を推計する"
"被爆による健康被害に対応する"	"福島第一原発事故による放射能汚染の実態を調査する"
"健康不安を解消する"	"福島の住人の被ばく医療や健康管理を行う"
"被ばく医療"	"東京電力福島第１原発事故による放射線の影響を調べる"
"東日本大震災の被災者のための集会所「みんなの家」を作る"	"再生していく故郷を望める場所を作る"
"被災したコミュニティの絆を保つ"	"再生していく故郷を望める場所を作る"
"避難している被災者の孤立感・疎外感を軽減する"	"移動先に置いて、移動元のコミュニティーが維持・継続できるようにする"
"大熊町に戻る"	"町としてのコミュニティーを維持する"
"ノルウェー型の漁業・水産業の資源管理を行う"	"船ごとに漁獲枠を設定し、監視のため通信衛星漁船管理システム（ＶＭＳ）の搭載を義務付ける"
"ノルウェー型の漁業・水産業の資源管理を行う"	"魚種ごとに漁獲量を定める日本の「ＴＡＣ制度」をやめる"
"被災道路の整備を行う"	"三陸沿岸道を整備する"
"三陸沿岸道を整備する"	"三陸沿岸道の内、宮古中央－田老北間を整備する"
"三陸沿岸道を整備する"	"宮古市内で目に見える復興を進める"
"三陸沿岸道を整備する"	"道路整備事業を短期間で着工する"
"南三陸町の復興"	"復旧・復興事業に携わる職員の長期派遣要請"
"東日本大震災の復旧工事を行う"	"公共工事関連の技術職員を確保する"
"南三陸町の窮状を発信する"	"南三陸町に世間の注目を集める"
"南三陸町の窮状を発信する"	"南三陸町に支援や義援金を集める"
"南三陸町の窮状を発信する"	"定期的に南三陸町町長会見を行う"
"南三陸町防災庁舎を解体する"	"１０月末に南三陸町防災庁舎を解体する"
"新米を小池長沼仮設住宅で配布する"	"新米を買う"
"旧山古志村で闘牛場で開設準備を手伝った南相馬市の避難者と交流する"	"新米を小池長沼仮設住宅で配布する"
"旧山古志村で闘牛場で開設準備を手伝った南相馬市の避難者と交流する"	"山古志小の児童が寄せた応援メッセージを贈る"
"被災者を元気づける"	"山古志小の児童が寄せた応援メッセージを贈る"
"南相馬市の復興"	"旧山古志村で闘牛場で開設準備を手伝った南相馬市の避難者と交流する"
"避難先との交流を深める"	"「相馬野馬追太鼓」の演奏会を行う"
"被災者を元気づける"	"「相馬野馬追太鼓」の演奏会を行う"
"震災前に行っていた「相馬野馬追太鼓」の活動を再開する"	"「相馬野馬追太鼓」の演奏会を行う"
"避難している被災者の孤立感・疎外感を軽減する"	"移動先での被災者と地域住民との交流の場を設ける"
"移動先での被災者の生活支援を行う"	"移動先での被災者と地域住民との交流の場を設ける"
"震災前の伝統を守る"	"震災前に行っていた「相馬野馬追太鼓」の活動を再開する"
"震災前の伝統を守る"	"塩作り釜を復活させる"
"ツアー客に塩作りを体験してもらう"	"塩作り釜を復活させる"
"塩作りを産業として復活させる"	"塩作り釜を復活させる"
"イノシシを捕獲する"	"捕獲したイノシシを食用として出荷する"
"野生動物による農業被害を阻止する"	"イノシシの個体数調整を行う"
"イノシシの個体数調整を行う"	"イノシシ1匹につき5000円の補助金を出す"
"イノシシの個体数調整を行う"	"狩猟登録者数を確保する"
"イノシシの個体数調整を行う"	"震災から2年以内にイノシシの個体数調整を行う"
"東日本大震災に伴う津波の教訓を生かす"	"「津波避難誘導マニュアル」を作成する"
"東日本大震災に伴う津波の教訓を生かす"	"「津波避難誘導マニュアル」に基づいた訓練を行う"
"東日本大震災に伴う津波の教訓を生かす"	"訓練で問題点が見つかればマニュアルを見直し、実践的なものにする"
"東日本大震災に伴う津波の教訓を生かす"	"災害対策を整備する"
"乗客の受け付けや案内をしやすくする"	"銚子海洋研究所の事務所を移転する"
"震災で激減した乗客を呼び戻す"	"乗客の受け付けや案内をしやすくする"
"復興住宅への移転後も仮設住宅で醸成されたコミュニティーを維持する"	"復興住宅（災害公営住宅）のあり方を考えるシンポジウムを開催する"
"岩手県の復興"	"大槌町で岩手県と大槌町の合同の追悼式を開く"
"岩手県民全体で思いを共有する"	"大槌町で岩手県と大槌町の合同の追悼式を開く"
"岩手県の復旧・復興の歩みをさらに力強くする"	"大槌町で岩手県と大槌町の合同の追悼式を開く"
"合同の追悼式の場所や規模を決める"	"大槌町で岩手県と大槌町の合同の追悼式を開く"
"岩手県の復興"	"岩手県民全体で思いを共有する"
"岩手県の復興"	"岩手県の復旧・復興の歩みをさらに力強くする"
"陸前高田市の復興"	"車椅子の人でもお年寄りでもみんなが使いやすい街を目指す"
"陸前高田市の復興"	"親を亡くした子供たちが夢を追いかけられる環境を守る"
"陸前高田市の復興"	"陸前高田市を応援してもらう"
"陸前高田市の復興"	"被災地を応援してもらう"
"「不良建設業者」を排除する"	"岩手、宮城、福島の３県に新設された建設業者の営業所を中心に立ち入り検査する"
"下請け業者への代金支払いを調べる"	"岩手、宮城、福島の３県に新設された建設業者の営業所を中心に立ち入り検査する"
"「一括下請け（丸投げ）」の有無を調べる"	"岩手、宮城、福島の３県に新設された建設業者の営業所を中心に立ち入り検査する"
"技術者を適正に配置しているかを調べる"	"岩手、宮城、福島の３県に新設された建設業者の営業所を中心に立ち入り検査する"
"法令違反のあった業者には指導や勧告、営業停止などの処分を検討する"	"岩手、宮城、福島の３県に新設された建設業者の営業所を中心に立ち入り検査する"
"「不良建設業者」を排除する"	"下請け業者への代金支払いを調べる"
"「不良建設業者」を排除する"	"「一括下請け（丸投げ）」の有無を調べる"
"「不良建設業者」を排除する"	"技術者を適正に配置しているかを調べる"
"「不良建設業者」を排除する"	"法令違反のあった業者には指導や勧告、営業停止などの処分を検討する"
"震災復興予算を適正に使用する"	"法令違反のあった業者には指導や勧告、営業停止などの処分を検討する"
"福島県内原発の全基廃炉"	"東京電力福島第1、第2原発に対する核燃料税を廃止する"
"復興予算の配分を被災地を最優先にする"	"復興予算の計上に関する新しい基準を決める"
"復興予算の計上に関する新しい基準を決める"	"復興予算の計上に関する新しい基準を今月末に決める"
"復興予算の計上に関する新しい基準を決める"	"全国防災対策の対象事業を絞り込む"
"全国防災対策の対象事業を絞り込む"	"対象事業を復興支援予算の対象とする"
"全国防災対策の対象事業を絞り込む"	"対象事業を復興支援予算の対象としない"
"対象事業を復興支援予算の対象とする"	"全国の津波対策の強化に復興予算を使う"
"対象事業を復興支援予算の対象とする"	"全国の耐震性の低い学校の耐震化に復興予算を使う"
"福島の住人の被ばく医療や健康管理を行う"	"ふくしま国際医療科学センターを設立する"
"福島の住人の被ばく医療や健康管理を行う"	"災害・地域医療の人材育成機関を設立する"
"福島の住人の被ばく医療や健康管理を行う"	"先端臨床研究センターを設立する"
"福島の住人の被ばく医療や健康管理を行う"	"被ばく線量を減らす方法などを調査研究する"
"福島の住人の被ばく医療や健康管理を行う"	"高度ながんの画像診断を行う"
"ふくしま国際医療科学センターを設立する"	"平成１４～１６年度に人材育成機関、先端臨床研究センターや新病棟など計４棟を建設する"
"高度ながんの画像診断を行う"	"ＰＥＴ－ＭＲＩを導入する"
"津波や原発事故の影響を発表する"	"２０１１年の医療施設調査・病院報告を発表する"
"公共工事関連の技術職員を確保する"	"任期付き都道府県・政令市ＯＢを募集する"
"福島第１原発事故の避難区域再編を2013年3月から実施する"	"福島第１原発事故の避難区域再編案を2012年内に決める"
"福島第１原発事故の避難区域再編案を2012年内に決める"	"浪江町住人の意見を聞く"
"福島第一原発事故に対する対応を決める"	"福島第一原発の現状を発表する"
"福島第一原発事故に対する対応を決める"	"福島第1原発の地下にたまった放射能汚染水を浄化処理する第2セシウム吸着装置の建屋から、176リットルの汚染水が建屋外壁に隣接するコンクリート敷地上に漏れた原因を調査する"
"福島第一原発事故に対する対応を決める"	"福島第一原発の現状を知る"
"東京電力福島第１原発事故による放射線の影響を調べる"	"１８歳以下の約３６万人を対象に甲状腺検査を行う"
"売却益を東日本大震災の復興財源に充てる"	"国家公務員宿舎5046カ所（約5．6万戸）を廃止し、跡地の売却で約1700億円を捻出する"
"国家公務員宿舎5046カ所（約5．6万戸）を廃止し、跡地の売却で約1700億円を捻出する"	"2016年度末までに宿舎を取り壊し、跡地を売却する"
"宿舎の大幅減で維持管理費などの経費を将来にわたり圧縮する"	"2016年度末までに宿舎を取り壊し、跡地を売却する"
"東北に観光客を誘致する"	"復興支援プロジェクト「行こうよ！東北」を実施する"
"東北に観光客を誘致する"	"新たな旅行商品を作る"
"復興支援プロジェクト「行こうよ！東北」を実施する"	"新たな旅行商品を作る"
"復興支援プロジェクト「行こうよ！東北」を実施する"	"大規模な研修を行う"
"新たな旅行商品を作る"	"大規模な研修を行う"
"参加各社は視察後、１２月末までに東北旅行の企画案をまとめる"	"大規模な研修を行う"
"新たな旅行商品を作る"	"参加各社は視察後、１２月末までに東北旅行の企画案をまとめる"
"来年１月にコンテストを実施し、優秀な企画案の商品化を検討する"	"参加各社は視察後、１２月末までに東北旅行の企画案をまとめる"
"新たな旅行商品を作る"	"被災地のボランティア活動を行う"
"新たな旅行商品を作る"	"東北の観光関係者との交流会を行う"
"参加各社は視察後、１２月末までに東北旅行の企画案をまとめる"	"東北各県が誘客に力を入れる計２８コースを巡る"
"復興支援イベント「心の絆応援プロジェクト」を開催する"	"被災地の子どもたちと船橋の子どもたちの間に絆が生まれる"
"復興支援イベント「心の絆応援プロジェクト」を開催する"	"子どもたちの助け合う心、優しい心を育む"
"沖縄県内の学校の保護者の安心を得る"	"沖縄県内全６地区の小中学校と県立高校、特別支援学校の計１４カ所で給食の放射性物質検査を実施する"
"福島第一原発廃炉"	"福島第１原発３号機から使用済み燃料を取り出す"
"福島第一原発廃炉"	"放射性物質の拡散を防ぐため、原子炉建屋に１５００トンの鉄骨カバーを設置する"
"福島第一原発廃炉"	"取り出し後の使用済み燃料の移送先を決定する"
"福島第一原発廃炉"	"使用済み燃料の最終処理の方法を決める"
"福島第一原発廃炉"	"福島第一原発廃炉に向けた計画を立てる"
"福島第一原発廃炉"	"福島第一原発の廃炉処理を安全に行う"
"福島第一原発廃炉に向けた計画を立てる"	"福島第一原発廃炉に向けた準備を行う"
"福島第一原発廃炉に向けた準備を行う"	"遠隔操作によるクレーン作業訓練を2012年11月中に開始する"
"福島の特産品のすばらしさをＰＲする"	"「福島いわき復興物産展」を開催する"
"大学の活動を広報する"	"清泉女学院岩手県大槌町復興支援プロジェクト活動報告会を開催する"
"被災地の情報を伝える"	"清泉女学院岩手県大槌町復興支援プロジェクト活動報告会を開催する"
"衆議院選挙を行う"	"選挙にかかわる人員を確保する"
"衆議院選挙を行う"	"ポスター掲示板の設置作業を行う業者を確保する"
"衆議院選挙を行う"	"投票箱を購入する"
"投票箱を購入する"	"衆院解散後に予算の裏付けを取る"
"旅行客を呼び込む"	"ツアー客に塩作りを体験してもらう"
"東日本大震災で被災した住宅を公費で解体する"	"浸水地域の堤防を仮復旧させた上で水を抜く"
"農業用排水機場の早期復旧"	"南相馬市小高、原町両区の旧警戒区域にある県、市所有の７つの農業用排水機場を直轄事業で復旧させる"
"営農再開"	"農業用排水機場の早期復旧"
"茨城、福島両県の観光を盛り上げる"	"福島県への観光客を増やす"
"地域の活性化"	"福島県への観光客を増やす"
"福島県への観光客を増やす"	"会津を観光視察"
"福島県への観光客を増やす"	"会津若松への観光客を増やす"
"福島県への観光客を増やす"	"外国人観光客の落ち込みを食い止める"
"音楽で福島県を元気づける"	"「東日本大震災・ふくしま復興祈念特別演奏会」を行う"
"「東日本大震災・ふくしま復興祈念特別演奏会」を行う"	"入場料を震災復興の義援金に充てる"
"東京電力福島第１原発内で作業を行う"	"遠隔操作が可能な四足歩行ロボットを開発"
"東京電力福島第１原発内で作業を行う"	"福島第１原発内に東芝のオペレーターを配置して作業を進める"
"選挙で議席を伸ばし、政権を担う"	"脱原発の第３極勢力の結集"
"選挙で議席を伸ばし、政権を担う"	"「第三極」として選挙協力を行う"
"選挙で議席を伸ばし、政権を担う"	"「脱原発」を旗印とする新党の結成"
"脱原発を掲げる政党を含む政治勢力の受け皿となる"	"「脱原発」を旗印とする新党の結成"
"選挙で議席を伸ばし、政権を担う"	"脱原発を掲げる政党を含む政治勢力の受け皿となる"
"脱原発の第３極勢力の結集"	"新党結成"
"脱原発の第３極勢力の結集"	"みどりの風の新党参画"
"「第三極」として選挙協力を行う"	"選挙区調整を行う"
"選挙区調整を行う"	"無理な選挙区調整はしない"
"注目を集め、票につなげる"	"対談を報道陣公開の下で行う"
"対談を報道陣公開の下で行う"	"新党結成の経過を語る"
"嘉田由紀子が新党を結成する"	"嘉田由紀子が小沢一郎と対談をする"
"東日本大震災、東京電力福島第1原発事故を風化させない"	"「全国経済同友会代表幹事円卓会議」を被災地で開催する"
"「全国経済同友会代表幹事円卓会議」を被災地で開催する"	"「全国経済同友会代表幹事円卓会議」を福島市で開催する"
"村民の帰村"	"福島県川内村で工場の操業を始める"
"福島県川内村で工場の操業を始める"	"福島県川内村の村民を50人雇う"
"１２月の需要期に向け、発電設備の定期検査を行う"	"気象庁の予報から暖房需要の消費電力を推算"
"選定の白紙撤回に向けた市民の士気の向上"	"決起集会を行う"
"福島第一原発事故収束をアピールする"	"福島第一原発事故収束宣言を行う"
"復興住宅を整備する"	"町外コミュニティー入居のアンケートを取る"
"移動先から支援地へ帰還する場合の保障を行う"	"移動先から支援地へ帰還するための住宅確保への支援を行う"
"原発ゼロ"	"大阪府市エネルギー戦略会議が原発ゼロへのシナリオを作る"
"被災者の就労支援"	"東日本大震災に対応した雇用創出基金事業を延長する"
"被災者の就労支援"	"被災者へのジョブトレーニング支援を行う"
"被災者の就労支援"	"被災者を雇用した企業へ助成金・補助金を出す"
"震災復興事業を行う"	"護岸工事を行う"
"原発の安全性を確認する"	"東通原発断層の再調査"
"東通原発の再稼働"	"原発の安全性を確認する"
"本格操業"	"魚介類の全量放射能検査できる機械の開発"
"安全な水産資源を消費者に届ける"	"魚介類の全量放射能検査できる機械の開発"
"本格操業"	"相馬のノリ養殖の復活"
"漁業者の復興がかなうまで支援を続ける"	"漁業再興のために番小屋を建設する"
"原子力対策で日本が主導的役割を果たす"	"福島に廃炉の国際拠点"
"アジア太平洋地域での原子力事故に備える"	"「ＩＡＥＡ緊急時対応能力研修センター」を福島県内に設置"
"被災地を支援する"	"会津若松市に仮園舎を置く大熊幼稚園に絵本１５０冊寄贈する"
"「復興なみえ町十日市祭」を開催する"	"浪江町の風物詩を再現する"
"「復興なみえ町十日市祭」を開催する"	"浪江町内各地の神楽や田植踊りなどの伝統を維持する"
"「復興なみえ町十日市祭」を開催する"	"相馬焼の伝統を保つ"
"原発事故による賠償請求の相談に乗る"	"法テラスふたばを広野町に設置する"
"移動相談車を配備する"	"法テラスふたばを広野町に設置する"
"原子力損害賠償紛争解決センターへの申し立て依頼を受け付ける"	"法テラスふたばを広野町に設置する"
"被災者に賠償についての知識を伝える"	"法テラスふたばを広野町に設置する"
"刑事事件以外の法律相談を受け付ける"	"法テラスふたばを広野町に設置する"
"福島県民を分断しない"	"支援対象地域を福島県全域にする"
"安定した支援を行う"	"支援対象地域を福島県全域にする"
"風評被害から県民を守る"	"支援対象地域を福島県全域にする"
"福島への転入者を保護する"	"支援対象地域を福島県全域にする"
"これから生まれてくる被災者の子どもを守る"	"支援対象地域を福島県全域にする"
"支援法の具体的な施策を充実させる"	"国が支援法について周知徹底を図る"
"国が支援法について対象住民に対する意識調査を行う"	"国が支援法について周知徹底を図る"
"支援法の具体的な施策を充実させる"	"国が支援法について対象住民に対する意識調査を行う"
"支援法の具体的な施策を充実させる"	"国が子ども・被災者支援法専門窓口を設置する"
"支援法の具体的な施策を充実させる"	"支援対象住民が移動しても支援を受けられるようにする"
"支援対象者の移動・帰還の選択の自由を保障する"	"支援対象住民が移動しても支援を受けられるようにする"
"住民が除染に参加する"	"「除染の日」制度を作る"
"福島第一事故の風化を防ぐ"	"「除染の日」制度を作る"
"全国的な支援を得る"	"「除染の日」制度を作る"
"放射能に対する正確な知識を国民に啓発する"	"「除染の日」制度を作る"
"放射線量が上昇した地域で生活を継続する"	"住民それぞれが適切な放射線防護を行う"
"内部被ばくを回避する"	"住民それぞれが適切な放射線防護を行う"
"自己の外部被ばくの状況を正しく把握する"	"住民それぞれが適切な放射線防護を行う"
"住民それぞれが適切な放射線防護を行う"	"空間線量等の情報公開を行う"
"空間線量等の情報公開を行う"	"精密な線量調査を行う"
"飲食品の放射性物質含有量検査等の情報提供を行う"	"内部被ばくを回避する"
"自己の外部被ばくの状況を正しく把握する"	"ガイガーカウンターやガラスバッジを配布する"
"ガイガーカウンターの無料校正機関を各地に広く設置する"	"ガイガーカウンターやガラスバッジを配布する"
"ガラスバッジを改良する"	"ガイガーカウンターやガラスバッジを配布する"
"放射性物質含有量が、消費者が購入する場面で簡単に確認できるようにする"	"全国の産品の放射性物質含有量検査結果を誰でも検索できるようにする"
"全国の産品の放射性物質含有量検査結果を誰でも検索できるようにする"	"福島県だけでなく、全国の産品の放射性物質含有量検査の全量・全袋検査を実施する"
"子どもを安全な場所で遊ばせる"	"支援対象地域内に子どものための屋内施設を確保する"
"支援対象地域内に子どものための屋内施設を確保する"	"子どもの発育権を保障する"
"週末避難の支援を行う"	"子どもの発育権を保障する"
"支援対象地域内に子どものための屋内施設を確保する"	"総合子ども施設を新設する"
"支援対象地域内に子どものための屋内施設を確保する"	"民間の体育館や遊園地を子ども・被災者支援施設として一般無料開放できるよう助成する"
"週末避難の支援を行う"	"週末避難のための交通費の負担軽減"
"週末避難の支援を行う"	"国営・公営施設の利用負担軽減"
"週末避難の支援を行う"	"保養地に置いて外部被ばく検査を行う"
"週末避難の支援を行う"	"子どもの親に保養休暇制度を創設する"
"放射線量の低い地域での体験活動の充実"	"子どもに屋外での活動を体験させる"
"部活動合宿などを放射線量の低い地域で行う"	"子どもに屋外での活動を体験させる"
"支援対象者の移動・帰還の選択の自由を保障する"	"避難先の地方公共団体による支援を統一する"
"支援法具体化委員に全国の被災者を加える"	"支援法具体化の委員会を設置する"
"支援法具体化委員会が全国の被災者と意見交換の場をもつ"	"支援法具体化委員に全国の被災者を加える"
"移動先での被災者の生活支援を行う"	"公共住宅入居の被災者に無償利用期間を延長する"
"移動先での被災者の生活支援を行う"	"民間住宅の借り上げ・家賃補助を行う"
"移動先での被災者の生活支援を行う"	"被災地と支援地域の移動費用の補助"
"移動先に置いて、移動元のコミュニティーが維持・継続できるようにする"	"移動先に置いて、同じ地域の被災者を同じ地域の住宅に入居できるようにする"
"移動先での被災者の生活支援を行う"	"移動による子どもの転校の支援を行う"
"移動による子どもの転校の支援を行う"	"転校にかかわる手続きを簡略化する"
"移動による子どもの転校の支援を行う"	"転校による精神的な支援を行う"
"移動による子どもの転校の支援を行う"	"転校による学習面の支援を行う"
"放射能に関する適切な知識を学校教育や地域への啓蒙・広報活動で行う"	"転校によるいじめや差別が起きないようにする"
"母子・父子で避難している被災者への支援を行う"	"保育所や学童保育の優先枠を設ける"
"母子・父子で避難している被災者への支援を行う"	"保育所や学童保育の利用料金の減免措置を行う"
"自営業を移動先で営もうとする者への支援を行う"	"自営業を営もうとするものに、債務負担の軽減措置を行う"
"自営業を移動先で営もうとする者への支援を行う"	"自営業を営もうとするものに、資金援助を行う"
"移動先での被災者の生活支援を行う"	"住民票を移動していなくても移動先地域の行政サービスを受けられるようにする"
"移動先での被災者の生活支援を行う"	"移動先地域に、相談・支援を一本化したワンストップ窓口を設置する"
"移動先地域に、相談・支援を一本化したワンストップ窓口を設置する"	"移動先での地域の情報を提供する"
"移動先地域に、相談・支援を一本化したワンストップ窓口を設置する"	"移動元の地域の情報を提供する"
"移動先での被災者の生活支援を行う"	"移動先での被災者の公共交通料金無償化を行う"
"移動先での被災者の生活支援を行う"	"移動先での被災者の水光熱費の減免を行う"
"移動先での被災者の生活支援を行う"	"移動先地域の民間支援団体が支援できるようにする"
"家族と離れて避難している子どもの家庭を支援する"	"家族と離れて避難している子どもの家庭に交通費の助成を行う"
"家族と離れて避難している子どもの家庭を支援する"	"家族と離れて避難している子どもの家庭に優先的に避難先での雇用をあっせんする"
"j家族と離れて避難している家族の再統合・維持を促進する"	"家族と離れて避難している子どもの家庭に優先的に避難先での雇用をあっせんする"
"家族と離れて避難している子どもの家庭を支援する"	"家族と離れて避難している子どもの家庭に子育て支援サービスの利用を無条件で可能とするようにする"
"支援対象地域外に移動した被災者を支援する"	"移動して避難する被災者に被災ローン減免制度を適応する指針を定める"
"支援対象地域外に移動した被災者を支援する"	"移動先でも支援地と同じ医療・検査が受けられるようにする"
"被災者の医療検査の記録を保存する方法を確立する"	"移動先でも支援地と同じ医療・検査が受けられるようにする"
"支援対象地域外に移動した被災者を支援する"	"移動先でも支援地と同じ心身の健康維持に関するサービスが受けられるようにする"
"移動先地域の民間支援団体が支援できるようにする"	"一定の基準を定めて被災者の情報を民間団体に開示する"
"移動先から支援地へ帰還する場合の保障を行う"	"移動先から支援地への帰還費用を支給する"
"移動先から支援地へ帰還する場合の保障を行う"	"移動先から支援地へ帰還するための就労支援を行う"
